metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2019,Montgomery ,MD,us-md-031,0.5
Metropolitan,2019,Prince George's ,MD,us-md-033,0.5
Metropolitan,2019,Queen Anne's ,MD,us-md-035,0.5
Metropolitan,2019,Somerset ,MD,us-md-039,0
Metropolitan,2019,St. Mary's ,MD,us-md-037,0.5
Metropolitan,2019,Washington ,MD,us-md-043,0.5
Metropolitan,2019,Wicomico ,MD,us-md-045,0
Metropolitan,2019,Worcester ,MD,us-md-047,0
Metropolitan,2019,Androscoggin ,ME,us-me-001,0.5
Metropolitan,2019,Cumberland ,ME,us-me-005,0.5
Metropolitan,2019,Penobscot ,ME,us-me-019,0.5
Metropolitan,2019,Sagadahoc ,ME,us-me-023,0.5
Metropolitan,2019,York ,ME,us-me-031,0.5
Metropolitan,2019,Bay ,MI,us-mi-017,0.5
Metropolitan,2019,Berrien ,MI,us-mi-021,0.5
Metropolitan,2019,Calhoun ,MI,us-mi-025,0
Metropolitan,2019,Cass ,MI,us-mi-027,0.5
Metropolitan,2019,Clinton ,MI,us-mi-037,0.5
Metropolitan,2019,Eaton ,MI,us-mi-045,0.5
Metropolitan,2019,Genesee ,MI,us-mi-049,0.5
Metropolitan,2019,Ingham ,MI,us-mi-065,0.5
Metropolitan,2019,Ionia ,MI,us-mi-067,0
Metropolitan,2019,Jackson ,MI,us-mi-075,0.5
Metropolitan,2019,Kalamazoo ,MI,us-mi-077,0.5
Metropolitan,2019,Kent ,MI,us-mi-081,0.5
Metropolitan,2019,Lapeer ,MI,us-mi-087,0.5
Metropolitan,2019,Livingston ,MI,us-mi-093,1
Metropolitan,2019,Macomb ,MI,us-mi-099,0.5
Metropolitan,2019,Midland ,MI,us-mi-111,0.5
Metropolitan,2019,Monroe ,MI,us-mi-115,0.5
Metropolitan,2019,Montcalm ,MI,us-mi-117,0.5
Metropolitan,2019,Muskegon ,MI,us-mi-121,0.5
Metropolitan,2019,Oakland ,MI,us-mi-125,0.5
Metropolitan,2019,Ottawa ,MI,us-mi-139,0.5
Metropolitan,2019,Saginaw ,MI,us-mi-145,0.5
Metropolitan,2019,Shiawassee ,MI,us-mi-155,0.5
Metropolitan,2019,St. Clair ,MI,us-mi-147,0.5
Metropolitan,2019,Washtenaw ,MI,us-mi-161,0.5
Metropolitan,2019,Wayne ,MI,us-mi-163,0.5
Metropolitan,2019,Anoka ,MN,us-mn-003,1
Metropolitan,2019,Benton ,MN,us-mn-009,1
Metropolitan,2019,Blue Earth ,MN,us-mn-013,0.5
Metropolitan,2019,Carlton ,MN,us-mn-017,0.5
Metropolitan,2019,Carver ,MN,us-mn-019,1
Metropolitan,2019,Chisago ,MN,us-mn-025,1
Metropolitan,2019,Clay ,MN,us-mn-027,0.5
Metropolitan,2019,Dakota ,MN,us-mn-037,1
Metropolitan,2019,Dodge ,MN,us-mn-039,1
Metropolitan,2019,Fillmore ,MN,us-mn-045,0
Metropolitan,2019,Hennepin ,MN,us-mn-053,0.5
Metropolitan,2019,Houston ,MN,us-mn-055,0.5
Metropolitan,2019,Isanti ,MN,us-mn-059,1
Metropolitan,2019,Lake ,MN,us-mn-075,0.5
Metropolitan,2019,Le Sueur ,MN,us-mn-079,0
Metropolitan,2019,Mille Lacs ,MN,us-mn-095,0.5
Metropolitan,2019,Nicollet ,MN,us-mn-103,1
Metropolitan,2019,Olmsted ,MN,us-mn-109,1
Metropolitan,2019,Polk ,MN,us-mn-119,0
Metropolitan,2019,Ramsey ,MN,us-mn-123,0.5
Metropolitan,2019,Scott ,MN,us-mn-139,1
Metropolitan,2019,Sherburne ,MN,us-mn-141,1
Metropolitan,2019,St. Louis ,MN,us-mn-137,0.5
Metropolitan,2019,Stearns ,MN,us-mn-145,0.5
Metropolitan,2019,Wabasha ,MN,us-mn-157,0.5
Metropolitan,2019,Washington ,MN,us-mn-163,1
Metropolitan,2019,Wright ,MN,us-mn-171,1
Metropolitan,2019,Andrew ,MO,us-mo-003,0
Metropolitan,2019,Bates ,MO,us-mo-013,0.5
Metropolitan,2019,Bollinger ,MO,us-mo-017,0
Metropolitan,2019,Boone ,MO,us-mo-019,0
Metropolitan,2019,Buchanan ,MO,us-mo-021,0
Metropolitan,2019,Caldwell ,MO,us-mo-025,0
Metropolitan,2019,Callaway ,MO,us-mo-027,0.5
Metropolitan,2019,Cape Girardeau ,MO,us-mo-031,0
Metropolitan,2019,Cass ,MO,us-mo-037,0
Metropolitan,2019,Christian ,MO,us-mo-043,0
Metropolitan,2019,Clay ,MO,us-mo-047,0
Metropolitan,2019,Clinton ,MO,us-mo-049,0
Metropolitan,2019,Cole ,MO,us-mo-051,0
Metropolitan,2019,Cooper ,MO,us-mo-053,0.5
Metropolitan,2019,Dallas ,MO,us-mo-059,0
Metropolitan,2019,DeKalb ,MO,us-mo-063,0
Metropolitan,2019,Franklin ,MO,us-mo-071,0
Metropolitan,2019,Greene ,MO,us-mo-077,0.5
Metropolitan,2019,Howard ,MO,us-mo-089,0
Metropolitan,2019,Jackson ,MO,us-mo-095,0.5
Metropolitan,2019,Jasper ,MO,us-mo-097,0
Metropolitan,2019,Jefferson ,MO,us-mo-099,0.5
Metropolitan,2019,Lafayette ,MO,us-mo-107,0.5
Metropolitan,2019,Lincoln ,MO,us-mo-113,0
Metropolitan,2019,Moniteau ,MO,us-mo-135,0
Metropolitan,2019,Newton ,MO,us-mo-145,0
Metropolitan,2019,Osage ,MO,us-mo-151,0
Metropolitan,2019,Platte ,MO,us-mo-165,1
Metropolitan,2019,Polk ,MO,us-mo-167,0
Metropolitan,2019,Ray ,MO,us-mo-177,0
Metropolitan,2019,St. Charles ,MO,us-mo-183,0.5
Metropolitan,2019,St. Louis      City,MO,us-mo-510,0.5
Metropolitan,2019,St. Louis ,MO,us-mo-189,0.5
Metropolitan,2019,Warren ,MO,us-mo-219,0
Metropolitan,2019,Webster ,MO,us-mo-225,0
Metropolitan,2019,Copiah ,MS,us-ms-029,0
Metropolitan,2019,Covington ,MS,us-ms-031,0
Metropolitan,2019,DeSoto ,MS,us-ms-033,0.5
Metropolitan,2019,Forrest ,MS,us-ms-035,0.5
Metropolitan,2019,Hancock ,MS,us-ms-045,0
Metropolitan,2019,Harrison ,MS,us-ms-047,0.5
Metropolitan,2019,Hinds ,MS,us-ms-049,0.5
Metropolitan,2019,Holmes ,MS,us-ms-051,0
Metropolitan,2019,Jackson ,MS,us-ms-059,0.5
Metropolitan,2019,Lamar ,MS,us-ms-073,0.5
Metropolitan,2019,Madison ,MS,us-ms-089,0.5
Metropolitan,2019,Marshall ,MS,us-ms-093,0
Metropolitan,2019,Perry ,MS,us-ms-111,0
Metropolitan,2019,Rankin ,MS,us-ms-121,0
Metropolitan,2019,Simpson ,MS,us-ms-127,0
Metropolitan,2019,Stone ,MS,us-ms-131,0
Metropolitan,2019,Tate ,MS,us-ms-137,0
Metropolitan,2019,Tunica ,MS,us-ms-143,0
Metropolitan,2019,Yazoo ,MS,us-ms-163,0
Metropolitan,2019,Carbon ,MT,us-mt-009,0.5
Metropolitan,2019,Cascade ,MT,us-mt-013,0
Metropolitan,2019,Missoula ,MT,us-mt-063,0
Metropolitan,2019,Stillwater ,MT,us-mt-095,0
Metropolitan,2019,Yellowstone ,MT,us-mt-111,0.5
Metropolitan,2019,Alamance ,NC,us-nc-001,0
Metropolitan,2019,Alexander ,NC,us-nc-003,0
Metropolitan,2019,Anson ,NC,us-nc-007,0
Metropolitan,2019,Brunswick ,NC,us-nc-019,0
Metropolitan,2019,Buncombe ,NC,us-nc-021,0.5
Metropolitan,2019,Burke ,NC,us-nc-023,0
Metropolitan,2019,Cabarrus ,NC,us-nc-025,0.5
Metropolitan,2019,Caldwell ,NC,us-nc-027,0.5
Metropolitan,2019,Camden ,NC,us-nc-029,0
Metropolitan,2019,Catawba ,NC,us-nc-035,0
Metropolitan,2019,Chatham ,NC,us-nc-037,0.5
Metropolitan,2019,Craven ,NC,us-nc-049,0
Metropolitan,2019,Cumberland ,NC,us-nc-051,0.5
Metropolitan,2019,Currituck ,NC,us-nc-053,0
Metropolitan,2019,Davidson ,NC,us-nc-057,0
Metropolitan,2019,Davie ,NC,us-nc-059,0
Metropolitan,2019,Durham ,NC,us-nc-063,0
Metropolitan,2019,Edgecombe ,NC,us-nc-065,0
Metropolitan,2019,Forsyth ,NC,us-nc-067,0.5
Metropolitan,2019,Franklin ,NC,us-nc-069,0
Metropolitan,2019,Gaston ,NC,us-nc-071,0
Metropolitan,2019,Gates ,NC,us-nc-073,0
Metropolitan,2019,Granville ,NC,us-nc-077,0
Metropolitan,2019,Guilford ,NC,us-nc-081,0.5
Metropolitan,2019,Harnett ,NC,us-nc-085,0
Metropolitan,2019,Haywood ,NC,us-nc-087,0
Metropolitan,2019,Henderson ,NC,us-nc-089,0.5
Metropolitan,2019,Hoke ,NC,us-nc-093,0
Metropolitan,2019,Iredell ,NC,us-nc-097,0
Metropolitan,2019,Johnston ,NC,us-nc-101,0
Metropolitan,2019,Jones ,NC,us-nc-103,0
Metropolitan,2019,Lincoln ,NC,us-nc-109,0
Metropolitan,2019,Madison ,NC,us-nc-115,0
Metropolitan,2019,Mecklenburg ,NC,us-nc-119,0.5
Metropolitan,2019,Nash ,NC,us-nc-127,0
Metropolitan,2019,New Hanover ,NC,us-nc-129,0
Metropolitan,2019,Onslow ,NC,us-nc-133,0.5
Metropolitan,2019,Orange ,NC,us-nc-135,0.5
Metropolitan,2019,Pamlico ,NC,us-nc-137,0.5
Metropolitan,2019,Pender ,NC,us-nc-141,0.5
Metropolitan,2019,Person ,NC,us-nc-145,0
Metropolitan,2019,Pitt ,NC,us-nc-147,0
Metropolitan,2019,Randolph ,NC,us-nc-151,0
Metropolitan,2019,Rockingham ,NC,us-nc-157,0
Metropolitan,2019,Rowan ,NC,us-nc-159,0
Metropolitan,2019,Stokes ,NC,us-nc-169,0.5
Metropolitan,2019,Union ,NC,us-nc-179,0
Metropolitan,2019,Wake ,NC,us-nc-183,1
Metropolitan,2019,Wayne ,NC,us-nc-191,0.5
Metropolitan,2019,Yadkin ,NC,us-nc-197,0.5
Metropolitan,2019,Burleigh ,ND,us-nd-015,1
Metropolitan,2019,Cass ,ND,us-nd-017,1
Metropolitan,2019,Grand Forks ,ND,us-nd-035,0.5
Metropolitan,2019,Morton ,ND,us-nd-059,0.5
Metropolitan,2019,Oliver ,ND,us-nd-065,0
Metropolitan,2019,Cass ,NE,us-ne-025,0
Metropolitan,2019,Dakota ,NE,us-ne-043,0.5
Metropolitan,2019,Dixon ,NE,us-ne-051,0.5
Metropolitan,2019,Douglas ,NE,us-ne-055,0.5
Metropolitan,2019,Hall ,NE,us-ne-079,1
Metropolitan,2019,Howard ,NE,us-ne-093,0.5
Metropolitan,2019,Lancaster ,NE,us-ne-109,1
Metropolitan,2019,Merrick ,NE,us-ne-121,0
Metropolitan,2019,Sarpy ,NE,us-ne-153,1
Metropolitan,2019,Saunders ,NE,us-ne-155,0.5
Metropolitan,2019,Seward ,NE,us-ne-159,1
Metropolitan,2019,Washington ,NE,us-ne-177,1
Metropolitan,2019,Hillsborough ,NH,us-nh-011,0.5
Metropolitan,2019,Rockingham ,NH,us-nh-015,0.5
Metropolitan,2019,Strafford ,NH,us-nh-017,0
Metropolitan,2019,Atlantic ,NJ,us-nj-001,0
Metropolitan,2019,Bergen ,NJ,us-nj-003,1
Metropolitan,2019,Burlington ,NJ,us-nj-005,1
Metropolitan,2019,Camden ,NJ,us-nj-007,0.5
Metropolitan,2019,Cape May ,NJ,us-nj-009,0.5
Metropolitan,2019,Cumberland ,NJ,us-nj-011,0
Metropolitan,2019,Essex ,NJ,us-nj-013,0.5
Metropolitan,2019,Gloucester ,NJ,us-nj-015,1
Metropolitan,2019,Hudson ,NJ,us-nj-017,0.5
Metropolitan,2019,Hunterdon ,NJ,us-nj-019,1
Metropolitan,2019,Mercer ,NJ,us-nj-021,0.5
Metropolitan,2019,Middlesex ,NJ,us-nj-023,0.5
Metropolitan,2019,Monmouth ,NJ,us-nj-025,0.5
Metropolitan,2019,Morris ,NJ,us-nj-027,1
Metropolitan,2019,Ocean ,NJ,us-nj-029,0.5
Metropolitan,2019,Passaic ,NJ,us-nj-031,0.5
Metropolitan,2019,Salem ,NJ,us-nj-033,0.5
Metropolitan,2019,Somerset ,NJ,us-nj-035,1
Metropolitan,2019,Sussex ,NJ,us-nj-037,0.5
Metropolitan,2019,Union ,NJ,us-nj-039,0.5
Metropolitan,2019,Warren ,NJ,us-nj-041,0.5
Metropolitan,2019,Bernalillo ,NM,us-nm-001,0.5
Metropolitan,2019,Do na Ana ,NM,us-nm-013,0.5
Metropolitan,2019,San Juan ,NM,us-nm-045,0
Metropolitan,2019,Sandoval ,NM,us-nm-043,0.5
Metropolitan,2019,Santa Fe ,NM,us-nm-049,0
Metropolitan,2019,Torrance ,NM,us-nm-057,0
Metropolitan,2019,Valencia ,NM,us-nm-061,0.5
Metropolitan,2019,Carson      City,NV,us-nv-510,0.5
Metropolitan,2019,Clark ,NV,us-nv-003,0.5
Metropolitan,2019,Storey ,NV,us-nv-029,0
Metropolitan,2019,Washoe ,NV,us-nv-031,0.5
Metropolitan,2019,Albany ,NY,us-ny-001,0.5
Metropolitan,2019,Bronx ,NY,us-ny-005,0.5
Metropolitan,2019,Broome ,NY,us-ny-007,0.5
Metropolitan,2019,Chemung ,NY,us-ny-015,1
Metropolitan,2019,Dutchess ,NY,us-ny-027,0.5
Metropolitan,2019,Erie ,NY,us-ny-029,0.5
Metropolitan,2019,Herkimer ,NY,us-ny-043,0.5
Metropolitan,2019,Jefferson ,NY,us-ny-045,0.5
Metropolitan,2019,Kings ,NY,us-ny-047,0.5
Metropolitan,2019,Livingston ,NY,us-ny-051,0
Metropolitan,2019,Madison ,NY,us-ny-053,0.5
Metropolitan,2019,Monroe ,NY,us-ny-055,0.5
Metropolitan,2019,Nassau ,NY,us-ny-059,0.5
Metropolitan,2019,New York ,NY,us-ny-061,0.5
Metropolitan,2019,Niagara ,NY,us-ny-063,0.5
Metropolitan,2019,Oneida ,NY,us-ny-065,0
Metropolitan,2019,Onondaga ,NY,us-ny-067,0.5
Metropolitan,2019,Ontario ,NY,us-ny-069,0.5
Metropolitan,2019,Orange ,NY,us-ny-071,0
Metropolitan,2019,Orleans ,NY,us-ny-073,0.5
Metropolitan,2019,Oswego ,NY,us-ny-075,0.5
Metropolitan,2019,Putnam ,NY,us-ny-079,1
Metropolitan,2019,Queens ,NY,us-ny-081,0.5
Metropolitan,2019,Rensselaer ,NY,us-ny-083,0.5
Metropolitan,2019,Richmond ,NY,us-ny-085,0.5
Metropolitan,2019,Rockland ,NY,us-ny-087,0.5
Metropolitan,2019,Saratoga ,NY,us-ny-091,0.5
Metropolitan,2019,Schenectady ,NY,us-ny-093,0.5
Metropolitan,2019,Schoharie ,NY,us-ny-095,0.5
Metropolitan,2019,Suffolk ,NY,us-ny-103,0.5
Metropolitan,2019,Tioga ,NY,us-ny-107,0.5
Metropolitan,2019,Tompkins ,NY,us-ny-109,0.5
Metropolitan,2019,Ulster ,NY,us-ny-111,0.5
Metropolitan,2019,Warren ,NY,us-ny-113,0.5
Metropolitan,2019,Washington ,NY,us-ny-115,0.5
Metropolitan,2019,Wayne ,NY,us-ny-117,0.5
Metropolitan,2019,Westchester ,NY,us-ny-119,0.5
Metropolitan,2019,Yates ,NY,us-ny-123,0.5
Metropolitan,2019,Allen ,OH,us-oh-003,0.5
Metropolitan,2019,Belmont ,OH,us-oh-013,0
Metropolitan,2019,Brown ,OH,us-oh-015,0.5
Metropolitan,2019,Butler ,OH,us-oh-017,0.5
Metropolitan,2019,Carroll ,OH,us-oh-019,0
Metropolitan,2019,Clark ,OH,us-oh-023,0.5
Metropolitan,2019,Clermont ,OH,us-oh-025,0.5
Metropolitan,2019,Cuyahoga ,OH,us-oh-035,0.5
Metropolitan,2019,Delaware ,OH,us-oh-041,1
Metropolitan,2019,Fairfield ,OH,us-oh-045,1
Metropolitan,2019,Franklin ,OH,us-oh-049,0.5
Metropolitan,2019,Fulton ,OH,us-oh-051,1
Metropolitan,2019,Geauga ,OH,us-oh-055,0.5
Metropolitan,2019,Greene ,OH,us-oh-057,0.5
Metropolitan,2019,Hamilton ,OH,us-oh-061,0.5
Metropolitan,2019,Hocking ,OH,us-oh-073,0
Metropolitan,2019,Jefferson ,OH,us-oh-081,0.5
Metropolitan,2019,Lake ,OH,us-oh-085,0.5
Metropolitan,2019,Lawrence ,OH,us-oh-087,0
Metropolitan,2019,Licking ,OH,us-oh-089,0
Metropolitan,2019,Lorain ,OH,us-oh-093,0.5
Metropolitan,2019,Lucas ,OH,us-oh-095,0.5
Metropolitan,2019,Madison ,OH,us-oh-097,1
Metropolitan,2019,Mahoning ,OH,us-oh-099,0.5
Metropolitan,2019,Medina ,OH,us-oh-103,0.5
Metropolitan,2019,Miami ,OH,us-oh-109,1
Metropolitan,2019,Montgomery ,OH,us-oh-113,0.5
Metropolitan,2019,Morrow ,OH,us-oh-117,0
Metropolitan,2019,Ottawa ,OH,us-oh-123,1
Metropolitan,2019,Perry ,OH,us-oh-127,0
Metropolitan,2019,Pickaway ,OH,us-oh-129,0
Metropolitan,2019,Portage ,OH,us-oh-133,0
Metropolitan,2019,Richland ,OH,us-oh-139,0.5
Metropolitan,2019,Stark ,OH,us-oh-151,0.5
Metropolitan,2019,Summit ,OH,us-oh-153,0.5
Metropolitan,2019,Trumbull ,OH,us-oh-155,0.5
Metropolitan,2019,Union ,OH,us-oh-159,1
Metropolitan,2019,Warren ,OH,us-oh-165,0.5
Metropolitan,2019,Wood ,OH,us-oh-173,0.5
Metropolitan,2019,Canadian ,OK,us-ok-017,0.5
Metropolitan,2019,Cleveland ,OK,us-ok-027,0
Metropolitan,2019,Comanche ,OK,us-ok-031,0
Metropolitan,2019,Cotton ,OK,us-ok-033,0
Metropolitan,2019,Creek ,OK,us-ok-037,0.5
Metropolitan,2019,Garfield ,OK,us-ok-047,0
Metropolitan,2019,Grady ,OK,us-ok-051,0
Metropolitan,2019,Lincoln ,OK,us-ok-081,0
Metropolitan,2019,Logan ,OK,us-ok-083,0
Metropolitan,2019,McClain ,OK,us-ok-087,0
Metropolitan,2019,Oklahoma ,OK,us-ok-109,0.5
Metropolitan,2019,Okmulgee ,OK,us-ok-111,0.5
Metropolitan,2019,Osage ,OK,us-ok-113,0
Metropolitan,2019,Pawnee ,OK,us-ok-117,0
Metropolitan,2019,Rogers ,OK,us-ok-131,0
Metropolitan,2019,Sequoyah ,OK,us-ok-135,0
Metropolitan,2019,Tulsa ,OK,us-ok-143,0
Metropolitan,2019,Wagoner ,OK,us-ok-145,0
Metropolitan,2019,Benton ,OR,us-or-003,0.5
Metropolitan,2019,Clackamas ,OR,us-or-005,0.5
Metropolitan,2019,Columbia ,OR,us-or-009,0.5
Metropolitan,2019,Deschutes ,OR,us-or-017,0.5
Metropolitan,2019,Jackson ,OR,us-or-029,0.5
Metropolitan,2019,Josephine ,OR,us-or-033,0.5
Metropolitan,2019,Lane ,OR,us-or-039,0.5
Metropolitan,2019,Linn ,OR,us-or-043,0.5
Metropolitan,2019,Marion ,OR,us-or-047,0.5
Metropolitan,2019,Multnomah ,OR,us-or-051,0.5
Metropolitan,2019,Polk ,OR,us-or-053,0
Metropolitan,2019,Washington ,OR,us-or-067,0.5
Metropolitan,2019,Yamhill ,OR,us-or-071,0
Metropolitan,2019,Adams ,PA,us-pa-001,0.5
Metropolitan,2019,Allegheny ,PA,us-pa-003,0.5
Metropolitan,2019,Armstrong ,PA,us-pa-005,0.5
Metropolitan,2019,Beaver ,PA,us-pa-007,0.5
Metropolitan,2019,Berks ,PA,us-pa-011,1
Metropolitan,2019,Blair ,PA,us-pa-013,0.5
Metropolitan,2019,Bucks ,PA,us-pa-017,1
Metropolitan,2019,Butler ,PA,us-pa-019,0.5
Metropolitan,2019,Cambria ,PA,us-pa-021,0.5
Metropolitan,2019,Carbon ,PA,us-pa-025,0.5
Metropolitan,2019,Centre ,PA,us-pa-027,0.5
Metropolitan,2019,Chester ,PA,us-pa-029,0.5
Metropolitan,2019,Columbia ,PA,us-pa-037,0.5
Metropolitan,2019,Cumberland ,PA,us-pa-041,1
Metropolitan,2019,Dauphin ,PA,us-pa-043,0.5
Metropolitan,2019,Delaware ,PA,us-pa-045,0.5
Metropolitan,2019,Erie ,PA,us-pa-049,0.5
Metropolitan,2019,Fayette ,PA,us-pa-051,0.5
Metropolitan,2019,Franklin ,PA,us-pa-055,0.5
Metropolitan,2019,Lackawanna ,PA,us-pa-069,0.5
Metropolitan,2019,Lancaster ,PA,us-pa-071,0.5
Metropolitan,2019,Lebanon ,PA,us-pa-075,0.5
Metropolitan,2019,Lehigh ,PA,us-pa-077,1
Metropolitan,2019,Luzerne ,PA,us-pa-079,0.5
Metropolitan,2019,Lycoming ,PA,us-pa-081,0.5
Metropolitan,2019,Mercer ,PA,us-pa-085,0.5
Metropolitan,2019,Monroe ,PA,us-pa-089,0.5
Metropolitan,2019,Montgomery ,PA,us-pa-091,1
Metropolitan,2019,Montour ,PA,us-pa-093,0.5
Metropolitan,2019,Northampton ,PA,us-pa-095,0.5
Metropolitan,2019,Perry ,PA,us-pa-099,0.5
Metropolitan,2019,Philadelphia ,PA,us-pa-101,0.5
Metropolitan,2019,Pike ,PA,us-pa-103,0.5
Metropolitan,2019,Washington ,PA,us-pa-125,0.5
Metropolitan,2019,Westmoreland ,PA,us-pa-129,0.5
Metropolitan,2019,Wyoming ,PA,us-pa-131,0.5
Metropolitan,2019,York ,PA,us-pa-133,0.5
Metropolitan,2019,Bristol ,RI,us-ri-001,0.5
Metropolitan,2019,Kent ,RI,us-ri-003,0
Metropolitan,2019,Newport ,RI,us-ri-005,0.5
Metropolitan,2019,Providence ,RI,us-ri-007,0.5
Metropolitan,2019,Washington ,RI,us-ri-009,0.5
Metropolitan,2019,Aiken ,SC,us-sc-003,0.5
Metropolitan,2019,Anderson ,SC,us-sc-007,0.5
Metropolitan,2019,Beaufort ,SC,us-sc-013,0.5
Metropolitan,2019,Berkeley ,SC,us-sc-015,0.5
Metropolitan,2019,Calhoun ,SC,us-sc-017,0
Metropolitan,2019,Charleston ,SC,us-sc-019,0.5
Metropolitan,2019,Chester ,SC,us-sc-023,0.5
Metropolitan,2019,Clarendon ,SC,us-sc-027,0
Metropolitan,2019,Darlington ,SC,us-sc-031,0
Metropolitan,2019,Dorchester ,SC,us-sc-035,0.5
Metropolitan,2019,Edgefield ,SC,us-sc-037,0.5
Metropolitan,2019,Fairfield ,SC,us-sc-039,0
Metropolitan,2019,Florence ,SC,us-sc-041,0.5
Metropolitan,2019,Greenville ,SC,us-sc-045,0.5
Metropolitan,2019,Horry ,SC,us-sc-051,0.5
Metropolitan,2019,Jasper ,SC,us-sc-053,0
Metropolitan,2019,Kershaw ,SC,us-sc-055,0.5
Metropolitan,2019,Lancaster ,SC,us-sc-057,0
Metropolitan,2019,Laurens ,SC,us-sc-059,0.5
Metropolitan,2019,Lexington ,SC,us-sc-063,0.5
Metropolitan,2019,Pickens ,SC,us-sc-077,0.5
Metropolitan,2019,Richland ,SC,us-sc-079,0.5
Metropolitan,2019,Saluda ,SC,us-sc-081,0
Metropolitan,2019,Spartanburg ,SC,us-sc-083,0.5
Metropolitan,2019,Sumter ,SC,us-sc-085,0.5
Metropolitan,2019,York ,SC,us-sc-091,0.5
Metropolitan,2019,Lincoln ,SD,us-sd-083,0.5
Metropolitan,2019,McCook ,SD,us-sd-087,0.5
Metropolitan,2019,Meade ,SD,us-sd-093,0.5
Metropolitan,2019,Minnehaha ,SD,us-sd-099,0.5
Metropolitan,2019,Pennington ,SD,us-sd-103,0.5
Metropolitan,2019,Turner ,SD,us-sd-125,0
Metropolitan,2019,Union ,SD,us-sd-127,0.5
Metropolitan,2019,Anderson ,TN,us-tn-001,0
Metropolitan,2019,Blount ,TN,us-tn-009,0
Metropolitan,2019,Bradley ,TN,us-tn-011,0
Metropolitan,2019,Campbell ,TN,us-tn-013,0
Metropolitan,2019,Cannon ,TN,us-tn-015,0
Metropolitan,2019,Carter ,TN,us-tn-019,0
Metropolitan,2019,Cheatham ,TN,us-tn-021,0
Metropolitan,2019,Chester ,TN,us-tn-023,0
Metropolitan,2019,Crockett ,TN,us-tn-033,0
Metropolitan,2019,Davidson ,TN,us-tn-037,0.5
Metropolitan,2019,Dickson ,TN,us-tn-043,0
Metropolitan,2019,Fayette ,TN,us-tn-047,0
Metropolitan,2019,Gibson ,TN,us-tn-053,0
Metropolitan,2019,Grainger ,TN,us-tn-057,0
Metropolitan,2019,Hamblen ,TN,us-tn-063,0
Metropolitan,2019,Hamilton ,TN,us-tn-065,0.5
Metropolitan,2019,Hawkins ,TN,us-tn-073,0.5
Metropolitan,2019,Jefferson ,TN,us-tn-089,0
Metropolitan,2019,Knox ,TN,us-tn-093,0.5
Metropolitan,2019,Loudon ,TN,us-tn-105,0
Metropolitan,2019,Macon ,TN,us-tn-111,0
Metropolitan,2019,Madison ,TN,us-tn-113,0.5
Metropolitan,2019,Marion ,TN,us-tn-115,0
Metropolitan,2019,Maury ,TN,us-tn-119,0
Metropolitan,2019,Montgomery ,TN,us-tn-125,0
Metropolitan,2019,Morgan ,TN,us-tn-129,0
Metropolitan,2019,Polk ,TN,us-tn-139,0
Metropolitan,2019,Roane ,TN,us-tn-145,0
Metropolitan,2019,Robertson ,TN,us-tn-147,0
Metropolitan,2019,Rutherford ,TN,us-tn-149,0
Metropolitan,2019,Sequatchie ,TN,us-tn-153,0
Metropolitan,2019,Shelby ,TN,us-tn-157,0.5
Metropolitan,2019,Smith ,TN,us-tn-159,0
Metropolitan,2019,Stewart ,TN,us-tn-161,0
Metropolitan,2019,Sullivan ,TN,us-tn-163,0
Metropolitan,2019,Sumner ,TN,us-tn-165,1
Metropolitan,2019,Tipton ,TN,us-tn-167,0
Metropolitan,2019,Trousdale ,TN,us-tn-169,0
Metropolitan,2019,Unicoi ,TN,us-tn-171,0
Metropolitan,2019,Union ,TN,us-tn-173,0
Metropolitan,2019,Washington ,TN,us-tn-179,0.5
Metropolitan,2019,Williamson ,TN,us-tn-187,1
Metropolitan,2019,Wilson ,TN,us-tn-189,0
Metropolitan,2019,Archer ,TX,us-tx-009,0
Metropolitan,2019,Armstrong ,TX,us-tx-011,0
Metropolitan,2019,Atascosa ,TX,us-tx-013,0
Metropolitan,2019,Austin ,TX,us-tx-015,0
Metropolitan,2019,Bandera ,TX,us-tx-019,0
Metropolitan,2019,Bastrop ,TX,us-tx-021,0
Metropolitan,2019,Bell ,TX,us-tx-027,0
Metropolitan,2019,Bexar ,TX,us-tx-029,0.5
Metropolitan,2019,Bowie ,TX,us-tx-037,0
Metropolitan,2019,Brazoria ,TX,us-tx-039,0.5
Metropolitan,2019,Brazos ,TX,us-tx-041,0.5
Metropolitan,2019,Burleson ,TX,us-tx-051,0
Metropolitan,2019,Caldwell ,TX,us-tx-055,0
Metropolitan,2019,Callahan ,TX,us-tx-059,1
Metropolitan,2019,Cameron ,TX,us-tx-061,0
Metropolitan,2019,Carson ,TX,us-tx-065,0
Metropolitan,2019,Chambers ,TX,us-tx-071,0
Metropolitan,2019,Clay ,TX,us-tx-077,0
Metropolitan,2019,Collin ,TX,us-tx-085,0
Metropolitan,2019,Comal ,TX,us-tx-091,0.5
Metropolitan,2019,Coryell ,TX,us-tx-099,0
Metropolitan,2019,Crosby ,TX,us-tx-107,0
Metropolitan,2019,Dallas ,TX,us-tx-113,0.5
Metropolitan,2019,Denton ,TX,us-tx-121,0.5
Metropolitan,2019,Ector ,TX,us-tx-135,0
Metropolitan,2019,El Paso ,TX,us-tx-141,0.5
Metropolitan,2019,Ellis ,TX,us-tx-139,0
